conv_id,query_id,query_text,retrieved_msg_id,rank,score,retriever
c4,2,What decisions were made?,27,5,0.0,tfidf
c4,3,What concerns were raised?,62,1,0.0,tfidf
c4,3,What concerns were raised?,16,2,0.0,tfidf
c4,3,What concerns were raised?,29,3,0.0,tfidf
c4,3,What concerns were raised?,28,4,0.0,tfidf
c4,3,What concerns were raised?,27,5,0.0,tfidf
c4,4,What is the recommended approach?,62,1,0.0,tfidf
c4,4,What is the recommended approach?,16,2,0.0,tfidf
c4,4,What is the recommended approach?,29,3,0.0,tfidf
c4,4,What is the recommended approach?,28,4,0.0,tfidf
c4,4,What is the recommended approach?,27,5,0.0,tfidf
c5,0,What is the main topic of discussion?,57,1,0.0,tfidf
c5,0,What is the main topic of discussion?,28,2,0.0,tfidf
c5,0,What is the main topic of discussion?,26,3,0.0,tfidf
c5,0,What is the main topic of discussion?,25,4,0.0,tfidf
c5,0,What is the main topic of discussion?,24,5,0.0,tfidf
c5,1,What are the key points being discussed?,57,1,0.0,tfidf
c5,1,What are the key points being discussed?,28,2,0.0,tfidf
c5,1,What are the key points being discussed?,26,3,0.0,tfidf
c5,1,What are the key points being discussed?,25,4,0.0,tfidf
c5,1,What are the key points being discussed?,24,5,0.0,tfidf
c5,2,What decisions were made?,57,1,0.0,tfidf
c5,2,What decisions were made?,28,2,0.0,tfidf
c5,2,What decisions were made?,26,3,0.0,tfidf
c5,2,What decisions were made?,25,4,0.0,tfidf
c5,2,What decisions were made?,24,5,0.0,tfidf
c5,3,What concerns were raised?,57,1,0.0,tfidf
c5,3,What concerns were raised?,28,2,0.0,tfidf
c5,3,What concerns were raised?,26,3,0.0,tfidf
c5,3,What concerns were raised?,25,4,0.0,tfidf
c5,3,What concerns were raised?,24,5,0.0,tfidf
c5,4,What is the recommended approach?,57,1,0.0,tfidf
c5,4,What is the recommended approach?,28,2,0.0,tfidf
c5,4,What is the recommended approach?,26,3,0.0,tfidf
c5,4,What is the recommended approach?,25,4,0.0,tfidf
c5,4,What is the recommended approach?,24,5,0.0,tfidf
c6,0,What is the main topic of discussion?,43,1,0.38454497359125905,tfidf
c6,0,What is the main topic of discussion?,5,2,0.3157650997089057,tfidf
c6,0,What is the main topic of discussion?,24,3,0.30535009401232927,tfidf
c6,0,What is the main topic of discussion?,38,4,0.28508866323983745,tfidf
c6,0,What is the main topic of discussion?,17,5,0.2805554243061606,tfidf
c6,1,What are the key points being discussed?,69,1,0.0,tfidf
c6,1,What are the key points being discussed?,25,2,0.0,tfidf
c6,1,What are the key points being discussed?,19,3,0.0,tfidf
c6,1,What are the key points being discussed?,20,4,0.0,tfidf
c6,1,What are the key points being discussed?,21,5,0.0,tfidf
c6,2,What decisions were made?,69,1,0.0,tfidf
c6,2,What decisions were made?,25,2,0.0,tfidf
c6,2,What decisions were made?,19,3,0.0,tfidf
c6,2,What decisions were made?,20,4,0.0,tfidf
c6,2,What decisions were made?,21,5,0.0,tfidf
c6,3,What concerns were raised?,69,1,0.0,tfidf
c6,3,What concerns were raised?,25,2,0.0,tfidf
c6,3,What concerns were raised?,19,3,0.0,tfidf
c6,3,What concerns were raised?,20,4,0.0,tfidf
c6,3,What concerns were raised?,21,5,0.0,tfidf
c6,4,What is the recommended approach?,69,1,0.0,tfidf
c6,4,What is the recommended approach?,25,2,0.0,tfidf
c6,4,What is the recommended approach?,19,3,0.0,tfidf
c6,4,What is the recommended approach?,20,4,0.0,tfidf
c6,4,What is the recommended approach?,21,5,0.0,tfidf
c7,0,What is the main topic of discussion?,1,1,0.3527909479465461,tfidf
c7,0,What is the main topic of discussion?,26,2,0.0,tfidf
c7,0,What is the main topic of discussion?,20,3,0.0,tfidf
c7,0,What is the main topic of discussion?,21,4,0.0,tfidf
c7,0,What is the main topic of discussion?,22,5,0.0,tfidf
c7,1,What are the key points being discussed?,71,1,0.0,tfidf
c7,1,What are the key points being discussed?,26,2,0.0,tfidf
c7,1,What are the key points being discussed?,20,3,0.0,tfidf
c7,1,What are the key points being discussed?,21,4,0.0,tfidf
c7,1,What are the key points being discussed?,22,5,0.0,tfidf
c7,2,What decisions were made?,71,1,0.0,tfidf
c7,2,What decisions were made?,26,2,0.0,tfidf
c7,2,What decisions were made?,20,3,0.0,tfidf
c7,2,What decisions were made?,21,4,0.0,tfidf
c7,2,What decisions were made?,22,5,0.0,tfidf
c7,3,What concerns were raised?,71,1,0.0,tfidf
c7,3,What concerns were raised?,26,2,0.0,tfidf
c7,3,What concerns were raised?,20,3,0.0,tfidf
c7,3,What concerns were raised?,21,4,0.0,tfidf
c7,3,What concerns were raised?,22,5,0.0,tfidf
c7,4,What is the recommended approach?,71,1,0.0,tfidf
c7,4,What is the recommended approach?,26,2,0.0,tfidf
c7,4,What is the recommended approach?,20,3,0.0,tfidf
c7,4,What is the recommended approach?,21,4,0.0,tfidf
c7,4,What is the recommended approach?,22,5,0.0,tfidf
c8,0,What is the main topic of discussion?,30,1,0.359738637532585,tfidf
c8,0,What is the main topic of discussion?,59,2,0.359738637532585,tfidf
c8,0,What is the main topic of discussion?,56,3,0.359738637532585,tfidf
c8,0,What is the main topic of discussion?,26,4,0.3189174658971782,tfidf
c8,0,What is the main topic of discussion?,10,5,0.3028284366715107,tfidf
c8,1,What are the key points being discussed?,68,1,0.0,tfidf
c8,1,What are the key points being discussed?,25,2,0.0,tfidf
c8,1,What are the key points being discussed?,19,3,0.0,tfidf
c8,1,What are the key points being discussed?,20,4,0.0,tfidf
c8,1,What are the key points being discussed?,21,5,0.0,tfidf
c8,2,What decisions were made?,68,1,0.0,tfidf
c8,2,What decisions were made?,25,2,0.0,tfidf
c8,2,What decisions were made?,19,3,0.0,tfidf
c8,2,What decisions were made?,20,4,0.0,tfidf
c8,2,What decisions were made?,21,5,0.0,tfidf
c8,3,What concerns were raised?,68,1,0.0,tfidf
c8,3,What concerns were raised?,25,2,0.0,tfidf
c8,3,What concerns were raised?,19,3,0.0,tfidf
c8,3,What concerns were raised?,20,4,0.0,tfidf
c8,3,What concerns were raised?,21,5,0.0,tfidf
c8,4,What is the recommended approach?,68,1,0.0,tfidf
c8,4,What is the recommended approach?,25,2,0.0,tfidf
c8,4,What is the recommended approach?,19,3,0.0,tfidf
c8,4,What is the recommended approach?,20,4,0.0,tfidf
c8,4,What is the recommended approach?,21,5,0.0,tfidf
c9,0,What is the main topic of discussion?,60,1,0.0,tfidf
c9,0,What is the main topic of discussion?,59,2,0.0,tfidf
c9,0,What is the main topic of discussion?,28,3,0.0,tfidf
c9,0,What is the main topic of discussion?,27,4,0.0,tfidf
c9,0,What is the main topic of discussion?,26,5,0.0,tfidf
c9,1,What are the key points being discussed?,60,1,0.0,tfidf
c9,1,What are the key points being discussed?,59,2,0.0,tfidf
c9,1,What are the key points being discussed?,28,3,0.0,tfidf
c9,1,What are the key points being discussed?,27,4,0.0,tfidf
c9,1,What are the key points being discussed?,26,5,0.0,tfidf
c9,2,What decisions were made?,60,1,0.0,tfidf
c9,2,What decisions were made?,59,2,0.0,tfidf
c9,2,What decisions were made?,28,3,0.0,tfidf
c9,2,What decisions were made?,27,4,0.0,tfidf
c9,2,What decisions were made?,26,5,0.0,tfidf
c9,3,What concerns were raised?,60,1,0.0,tfidf
c9,3,What concerns were raised?,59,2,0.0,tfidf
c9,3,What concerns were raised?,28,3,0.0,tfidf
c9,3,What concerns were raised?,27,4,0.0,tfidf
c9,3,What concerns were raised?,26,5,0.0,tfidf
c9,4,What is the recommended approach?,60,1,0.0,tfidf
c9,4,What is the recommended approach?,59,2,0.0,tfidf
c9,4,What is the recommended approach?,28,3,0.0,tfidf
c9,4,What is the recommended approach?,27,4,0.0,tfidf
c9,4,What is the recommended approach?,26,5,0.0,tfidf
