conv_id,query_id,query_text,retriever,generation_backend,summary
c20,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker G said: Team: let's discuss study design discussion and get aligned before we split tasks. Speaker D said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker G said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker B said: I'm not sure but, we can compute retrieval share per speaker and compare it to participation share. Speaker D said: I'm not fully convinced yet."
c20,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. If we write this down as a checklist, we can avoid back-and-forth later. Speaker D said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker G said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker B said: I'm not sure but, we can compute retrieval share per speaker and compare it to participation share. Speaker D said: I'm not fully convinced yet."
c20,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. If we write this down as a checklist, we can avoid back-and-forth later. Speaker D said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker G said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker B said: I'm not sure but, we can compute retrieval share per speaker and compare it to participation share. Speaker D said: I'm not fully convinced yet."
c20,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. If we write this down as a checklist, we can avoid back-and-forth later. Speaker D said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker G said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker B said: I'm not sure but, we can compute retrieval share per speaker and compare it to participation share. Speaker D said: I'm not fully convinced yet."
c20,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. If we write this down as a checklist, we can avoid back-and-forth later. Speaker D said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. Speaker G said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker B said: I'm not sure but, we can compute retrieval share per speaker and compare it to participation share. Speaker D said: I'm not fully convinced yet."
c21,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker D said: Team: let's discuss study design discussion and get aligned before we split tasks. Speaker E said: Quick question: Definitely, we should collect demographics lightly, if allowed, but keep it minimal? Speaker C said: We should track agreement across participants to see if the effect is consistent. It might feel like extra work now, but it saves time during analysis. Speaker E said: Quick question: We can show participants a short system-generated summary and ask perception questions? Speaker C said: I'm not fully convinced yet. If retrieval is skewed, summaries may systematically misrepresent the group. We can validate it quickly with a small pilot before we scale it up."
c21,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker A said: I recommend i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker E said: Quick question: Definitely, we should collect demographics lightly, if allowed, but keep it minimal? Speaker C said: We should track agreement across participants to see if the effect is consistent. It might feel like extra work now, but it saves time during analysis. Speaker E said: Quick question: We can show participants a short system-generated summary and ask perception questions? Speaker C said: I'm not fully convinced yet. If retrieval is skewed, summaries may systematically misrepresent the group. We can validate it quickly with a small pilot before we scale it up."
c21,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker A said: I recommend i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker E said: Quick question: Definitely, we should collect demographics lightly, if allowed, but keep it minimal? Speaker C said: We should track agreement across participants to see if the effect is consistent. It might feel like extra work now, but it saves time during analysis. Speaker E said: Quick question: We can show participants a short system-generated summary and ask perception questions? Speaker C said: I'm not fully convinced yet. If retrieval is skewed, summaries may systematically misrepresent the group. We can validate it quickly with a small pilot before we scale it up."
c21,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker A said: I recommend i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker E said: Quick question: Definitely, we should collect demographics lightly, if allowed, but keep it minimal? Speaker C said: We should track agreement across participants to see if the effect is consistent. It might feel like extra work now, but it saves time during analysis. Speaker E said: Quick question: We can show participants a short system-generated summary and ask perception questions? Speaker C said: I'm not fully convinced yet. If retrieval is skewed, summaries may systematically misrepresent the group. We can validate it quickly with a small pilot before we scale it up."
c21,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker A said: I recommend i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker E said: Quick question: Definitely, we should collect demographics lightly, if allowed, but keep it minimal? Speaker C said: We should track agreement across participants to see if the effect is consistent. It might feel like extra work now, but it saves time during analysis. Speaker E said: Quick question: We can show participants a short system-generated summary and ask perception questions? Speaker C said: I'm not fully convinced yet. If retrieval is skewed, summaries may systematically misrepresent the group. We can validate it quickly with a small pilot before we scale it up."
c22,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker E said: Team: let's discuss study design discussion and get aligned before we split tasks. Speaker C said: We can show participants a short system-generated summary and ask perception questions. If we write this down as a checklist, we can avoid back-and-forth later. Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. This also gives us something concrete to show in the proposal and final report. Speaker F said: I agree. Hedging language might be retrieved less because it sounds less decisive. please. Speaker F said: Could we, we should randomize which conversation they see to avoid learning effects."
c22,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker G said: Definitely, i agree. I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker C said: We can show participants a short system-generated summary and ask perception questions. If we write this down as a checklist, we can avoid back-and-forth later. Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. This also gives us something concrete to show in the proposal and final report. Speaker F said: I agree. Hedging language might be retrieved less because it sounds less decisive. please. Speaker F said: Could we, we should randomize which conversation they see to avoid learning effects."
c22,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker G said: Definitely, i agree. I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker C said: We can show participants a short system-generated summary and ask perception questions. If we write this down as a checklist, we can avoid back-and-forth later. Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. This also gives us something concrete to show in the proposal and final report. Speaker F said: I agree. Hedging language might be retrieved less because it sounds less decisive. please. Speaker F said: Could we, we should randomize which conversation they see to avoid learning effects."
c22,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker G said: Definitely, i agree. I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker C said: We can show participants a short system-generated summary and ask perception questions. If we write this down as a checklist, we can avoid back-and-forth later. Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. This also gives us something concrete to show in the proposal and final report. Speaker F said: I agree. Hedging language might be retrieved less because it sounds less decisive. please. Speaker F said: Could we, we should randomize which conversation they see to avoid learning effects."
c22,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker G said: Definitely, i agree. I suspect verbose speakers will be retrieved more often just because they contain more keywords. Speaker C said: We can show participants a short system-generated summary and ask perception questions. If we write this down as a checklist, we can avoid back-and-forth later. Speaker C said: I suspect verbose speakers will be retrieved more often just because they contain more keywords. This also gives us something concrete to show in the proposal and final report. Speaker F said: I agree. Hedging language might be retrieved less because it sounds less decisive. please. Speaker F said: Could we, we should randomize which conversation they see to avoid learning effects."
c23,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker B said: Team: let's discuss study design discussion and get aligned before we split tasks. Speaker A said: The best option is if retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: Would you be able to, we should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker C said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. If we write this down as a checklist, we can avoid back-and-forth later. Speaker B said: I feel like, hedging language might be retrieved less because it sounds less decisive."
c23,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker F said: If retrieval is skewed, summaries may systematically misrepresent the group. would you be able to. Speaker A said: The best option is if retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: Would you be able to, we should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker C said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. If we write this down as a checklist, we can avoid back-and-forth later. Speaker B said: I feel like, hedging language might be retrieved less because it sounds less decisive."
c23,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker F said: If retrieval is skewed, summaries may systematically misrepresent the group. would you be able to. Speaker A said: The best option is if retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: Would you be able to, we should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker C said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. If we write this down as a checklist, we can avoid back-and-forth later. Speaker B said: I feel like, hedging language might be retrieved less because it sounds less decisive."
c23,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker F said: If retrieval is skewed, summaries may systematically misrepresent the group. would you be able to. Speaker A said: The best option is if retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: Would you be able to, we should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker C said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. If we write this down as a checklist, we can avoid back-and-forth later. Speaker B said: I feel like, hedging language might be retrieved less because it sounds less decisive."
c23,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker F said: If retrieval is skewed, summaries may systematically misrepresent the group. would you be able to. Speaker A said: The best option is if retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: Would you be able to, we should compute style metrics: verbosity, hedging rate, assertiveness rate. Speaker C said: Readers may think the most-retrieved speaker is the leader, even if they weren’t. If we write this down as a checklist, we can avoid back-and-forth later. Speaker B said: I feel like, hedging language might be retrieved less because it sounds less decisive."
c24,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker B said: I think, we should trade engineering time for better study design and write-up. Speaker E said: Just to check: We should trade engineering time for better study design and write-up? Speaker F said: Appreciate it, a minimal system plus strong evaluation is probably the best strategy. Speaker E said: Quick question: To be clear, we should log every retrieval step so we can explain results? Speaker F said: Honestly, i agree. We could compare two setups to see if results are robust. thanks."
c24,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker B said: I think, we should trade engineering time for better study design and write-up. Speaker E said: Just to check: We should trade engineering time for better study design and write-up? Speaker F said: Appreciate it, a minimal system plus strong evaluation is probably the best strategy. Speaker E said: Quick question: To be clear, we should log every retrieval step so we can explain results? Speaker F said: Honestly, i agree. We could compare two setups to see if results are robust. thanks."
c24,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker B said: I think, we should trade engineering time for better study design and write-up. Speaker E said: Just to check: We should trade engineering time for better study design and write-up? Speaker F said: Appreciate it, a minimal system plus strong evaluation is probably the best strategy. Speaker E said: Quick question: To be clear, we should log every retrieval step so we can explain results? Speaker F said: Honestly, i agree. We could compare two setups to see if results are robust. thanks."
c24,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker B said: I think, we should trade engineering time for better study design and write-up. Speaker E said: Just to check: We should trade engineering time for better study design and write-up? Speaker F said: Appreciate it, a minimal system plus strong evaluation is probably the best strategy. Speaker E said: Quick question: To be clear, we should log every retrieval step so we can explain results? Speaker F said: Honestly, i agree. We could compare two setups to see if results are robust. thanks."
c24,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker B said: I think, we should trade engineering time for better study design and write-up. Speaker E said: Just to check: We should trade engineering time for better study design and write-up? Speaker F said: Appreciate it, a minimal system plus strong evaluation is probably the best strategy. Speaker E said: Quick question: To be clear, we should log every retrieval step so we can explain results? Speaker F said: Honestly, i agree. We could compare two setups to see if results are robust. thanks."
c25,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker E said: Can we clarify: I'm not fully convinced yet. Let’s pick one main question and avoid building extra features? Speaker E said: Just to check: I'm not fully convinced yet. Let’s pick one main question and avoid building extra features? Speaker F said: We should decide what success looks like by the end of the semester. would you be able to. Speaker C said: If we overbuild, we’ll have less time for evaluation and writing. We can validate it quickly with a small pilot before we scale it up. Speaker C said: We should assign owners for each part so work doesn’t overlap. We can validate it quickly with a small pilot before we scale it up."
c25,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker G said: I agree. If we finish the prototype early, we’ll have time to run the user study. Speaker E said: Small question: In my view, we can simulate group chats so we control ground truth and avoid privacy issues? Speaker F said: We need to keep the project focused so we can finish in time. thanks. Speaker D said: Let’s decide how many conversations and messages we need for signal. Speaker F said: Would you be able to, let’s set weekly milestones: data, prototype, analysis, study, writing."
c25,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker G said: I agree. If we finish the prototype early, we’ll have time to run the user study. Speaker E said: Small question: In my view, we can simulate group chats so we control ground truth and avoid privacy issues? Speaker F said: We need to keep the project focused so we can finish in time. thanks. Speaker D said: Let’s decide how many conversations and messages we need for signal. Speaker F said: Would you be able to, let’s set weekly milestones: data, prototype, analysis, study, writing."
c25,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker G said: I agree. If we finish the prototype early, we’ll have time to run the user study. Speaker E said: Small question: In my view, we can simulate group chats so we control ground truth and avoid privacy issues? Speaker F said: We need to keep the project focused so we can finish in time. thanks. Speaker D said: Let’s decide how many conversations and messages we need for signal. Speaker F said: Would you be able to, let’s set weekly milestones: data, prototype, analysis, study, writing."
c25,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker G said: I agree. If we finish the prototype early, we’ll have time to run the user study. Speaker E said: Small question: In my view, we can simulate group chats so we control ground truth and avoid privacy issues? Speaker F said: We need to keep the project focused so we can finish in time. thanks. Speaker D said: Let’s decide how many conversations and messages we need for signal. Speaker F said: Would you be able to, let’s set weekly milestones: data, prototype, analysis, study, writing."
c3,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker B said: I think, i agree. We also need a human study to see if summaries change perception. Speaker G said: We need time near the end for polishing figures and slides. Speaker F said: Would you be able to, we should include robustness checks by changing retrieval settings. Speaker F said: Thanks, we need multi-speaker conversations where each person has a distinct style. Speaker A said: We should we need multi-speaker conversations where each person has a distinct style."
c3,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker B said: I think, i agree. We also need a human study to see if summaries change perception. Speaker G said: We need time near the end for polishing figures and slides. Speaker F said: Would you be able to, we should include robustness checks by changing retrieval settings. Speaker F said: Thanks, we need multi-speaker conversations where each person has a distinct style. Speaker A said: We should we need multi-speaker conversations where each person has a distinct style."
c3,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker B said: I think, i agree. We also need a human study to see if summaries change perception. Speaker G said: We need time near the end for polishing figures and slides. Speaker F said: Would you be able to, we should include robustness checks by changing retrieval settings. Speaker F said: Thanks, we need multi-speaker conversations where each person has a distinct style. Speaker A said: We should we need multi-speaker conversations where each person has a distinct style."
c3,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker B said: I think, i agree. We also need a human study to see if summaries change perception. Speaker G said: We need time near the end for polishing figures and slides. Speaker F said: Would you be able to, we should include robustness checks by changing retrieval settings. Speaker F said: Thanks, we need multi-speaker conversations where each person has a distinct style. Speaker A said: We should we need multi-speaker conversations where each person has a distinct style."
c3,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker B said: I think, i agree. We also need a human study to see if summaries change perception. Speaker G said: We need time near the end for polishing figures and slides. Speaker F said: Would you be able to, we should include robustness checks by changing retrieval settings. Speaker F said: Thanks, we need multi-speaker conversations where each person has a distinct style. Speaker A said: We should we need multi-speaker conversations where each person has a distinct style."
c4,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker G said: Can someone summarize today’s discussion in a few bullets? Speaker B said: Possibly, can someone summarize today’s discussion in a few bullets? Speaker A said: I propose can someone summarize today’s discussion in a few bullets? Speaker F said: Please, the main decision is which project idea we commit to. Speaker A said: I propose i agree. Can someone summarize today’s discussion in a few bullets?"
c4,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker A said: We should action items: finalize data format, build indexing, and draft pitch. Speaker F said: Should we analyze message-level retrieval or chunk messages into windows? appreciate it. Speaker B said: I feel like, the main decision is which project idea we commit to. Speaker F said: Let’s assign owners and deadlines for each task. appreciate it. Speaker E said: Quick question: Can someone summarize today’s discussion in a few bullets??"
c4,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker A said: We should action items: finalize data format, build indexing, and draft pitch. Speaker F said: Should we analyze message-level retrieval or chunk messages into windows? appreciate it. Speaker B said: I feel like, the main decision is which project idea we commit to. Speaker F said: Let’s assign owners and deadlines for each task. appreciate it. Speaker E said: Quick question: Can someone summarize today’s discussion in a few bullets??"
c4,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker A said: We should action items: finalize data format, build indexing, and draft pitch. Speaker F said: Should we analyze message-level retrieval or chunk messages into windows? appreciate it. Speaker B said: I feel like, the main decision is which project idea we commit to. Speaker F said: Let’s assign owners and deadlines for each task. appreciate it. Speaker E said: Quick question: Can someone summarize today’s discussion in a few bullets??"
c4,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker A said: We should action items: finalize data format, build indexing, and draft pitch. Speaker F said: Should we analyze message-level retrieval or chunk messages into windows? appreciate it. Speaker B said: I feel like, the main decision is which project idea we commit to. Speaker F said: Let’s assign owners and deadlines for each task. appreciate it. Speaker E said: Quick question: Can someone summarize today’s discussion in a few bullets??"
c5,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker F said: Appreciate it, we could compare two setups to see if results are robust. Speaker G said: A more complex system might look impressive but could be risky. Speaker B said: Maybe, i agree. We could compare two setups to see if results are robust. Speaker A said: We should we should trade engineering time for better study design and write-up. Speaker B said: Maybe, let’s make the pipeline reproducible with fixed seeds and configs."
c5,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker F said: Appreciate it, we could compare two setups to see if results are robust. Speaker G said: A more complex system might look impressive but could be risky. Speaker B said: Maybe, i agree. We could compare two setups to see if results are robust. Speaker A said: We should we should trade engineering time for better study design and write-up. Speaker B said: Maybe, let’s make the pipeline reproducible with fixed seeds and configs."
c5,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker F said: Appreciate it, we could compare two setups to see if results are robust. Speaker G said: A more complex system might look impressive but could be risky. Speaker B said: Maybe, i agree. We could compare two setups to see if results are robust. Speaker A said: We should we should trade engineering time for better study design and write-up. Speaker B said: Maybe, let’s make the pipeline reproducible with fixed seeds and configs."
c5,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker F said: Appreciate it, we could compare two setups to see if results are robust. Speaker G said: A more complex system might look impressive but could be risky. Speaker B said: Maybe, i agree. We could compare two setups to see if results are robust. Speaker A said: We should we should trade engineering time for better study design and write-up. Speaker B said: Maybe, let’s make the pipeline reproducible with fixed seeds and configs."
c5,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker F said: Appreciate it, we could compare two setups to see if results are robust. Speaker G said: A more complex system might look impressive but could be risky. Speaker B said: Maybe, i agree. We could compare two setups to see if results are robust. Speaker A said: We should we should trade engineering time for better study design and write-up. Speaker B said: Maybe, let’s make the pipeline reproducible with fixed seeds and configs."
c6,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker F said: Let’s pick one main question and avoid building extra features. could we. Speaker E said: Can we clarify: I'm not fully convinced yet. Let’s pick one main question and avoid building extra features? Speaker E said: Quick question: Let’s pick one main question and avoid building extra features? Speaker C said: Let’s pick one main question and avoid building extra features. This also gives us something concrete to show in the proposal and final report. Speaker C said: I'm not fully convinced yet. Let’s pick one main question and avoid building extra features. We can validate it quickly with a small pilot before we scale it up."
c6,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker C said: We need to keep the project focused so we can finish in time. That way we can separate system behavior from human perception effects. Speaker F said: Would you be able to, we also need a human study to see if summaries change perception. Speaker C said: Let’s define a small set of standard questions to ask the system. If we write this down as a checklist, we can avoid back-and-forth later. Speaker E said: Before we move on: If we overbuild, we’ll have less time for evaluation and writing? Speaker C said: We also need a human study to see if summaries change perception. This also gives us something concrete to show in the proposal and final report."
c6,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker C said: We need to keep the project focused so we can finish in time. That way we can separate system behavior from human perception effects. Speaker F said: Would you be able to, we also need a human study to see if summaries change perception. Speaker C said: Let’s define a small set of standard questions to ask the system. If we write this down as a checklist, we can avoid back-and-forth later. Speaker E said: Before we move on: If we overbuild, we’ll have less time for evaluation and writing? Speaker C said: We also need a human study to see if summaries change perception. This also gives us something concrete to show in the proposal and final report."
c6,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker C said: We need to keep the project focused so we can finish in time. That way we can separate system behavior from human perception effects. Speaker F said: Would you be able to, we also need a human study to see if summaries change perception. Speaker C said: Let’s define a small set of standard questions to ask the system. If we write this down as a checklist, we can avoid back-and-forth later. Speaker E said: Before we move on: If we overbuild, we’ll have less time for evaluation and writing? Speaker C said: We also need a human study to see if summaries change perception. This also gives us something concrete to show in the proposal and final report."
c6,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker C said: We need to keep the project focused so we can finish in time. That way we can separate system behavior from human perception effects. Speaker F said: Would you be able to, we also need a human study to see if summaries change perception. Speaker C said: Let’s define a small set of standard questions to ask the system. If we write this down as a checklist, we can avoid back-and-forth later. Speaker E said: Before we move on: If we overbuild, we’ll have less time for evaluation and writing? Speaker C said: We also need a human study to see if summaries change perception. This also gives us something concrete to show in the proposal and final report."
c7,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker B said: Team: let's discuss study design discussion and get aligned before we split tasks. Speaker B said: I think, we should randomize which conversation they see to avoid learning effects. Speaker D said: I'm not fully convinced yet. Speaker B said: I feel like, i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: We can show participants a short system-generated summary and ask perception questions. would you be able to."
c7,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker F said: Please, i'm not fully convinced yet. For the user study, we can ask who seems most knowledgeable or influential. Speaker B said: I think, we should randomize which conversation they see to avoid learning effects. Speaker D said: I'm not fully convinced yet. Speaker B said: I feel like, i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: We can show participants a short system-generated summary and ask perception questions. would you be able to."
c7,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker F said: Please, i'm not fully convinced yet. For the user study, we can ask who seems most knowledgeable or influential. Speaker B said: I think, we should randomize which conversation they see to avoid learning effects. Speaker D said: I'm not fully convinced yet. Speaker B said: I feel like, i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: We can show participants a short system-generated summary and ask perception questions. would you be able to."
c7,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker F said: Please, i'm not fully convinced yet. For the user study, we can ask who seems most knowledgeable or influential. Speaker B said: I think, we should randomize which conversation they see to avoid learning effects. Speaker D said: I'm not fully convinced yet. Speaker B said: I feel like, i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: We can show participants a short system-generated summary and ask perception questions. would you be able to."
c7,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker F said: Please, i'm not fully convinced yet. For the user study, we can ask who seems most knowledgeable or influential. Speaker B said: I think, we should randomize which conversation they see to avoid learning effects. Speaker D said: I'm not fully convinced yet. Speaker B said: I feel like, i agree. If retrieval is skewed, summaries may systematically misrepresent the group. Speaker F said: We can show participants a short system-generated summary and ask perception questions. would you be able to."
c8,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker F said: Could we, can someone summarize today’s discussion in a few bullets? Speaker F said: Can someone summarize today’s discussion in a few bullets? please. Speaker F said: Can someone summarize today’s discussion in a few bullets? could we. Speaker G said: The main decision is which project idea we commit to. Speaker A said: Let's i agree. Can someone summarize today’s discussion in a few bullets?"
c8,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker B said: It seems like, we should create a shared doc with open questions and next steps. Speaker C said: We should capture the reasoning behind the decision, not just the outcome. That way we can separate system behavior from human perception effects. Speaker B said: I'm not sure but, definitely, how do we define 'important' contributions in a fair way? Speaker F said: Action items: finalize data format, build indexing, and draft pitch. could we. Speaker B said: It seems like, let’s restate what we agreed on before we end the meeting."
c8,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker B said: It seems like, we should create a shared doc with open questions and next steps. Speaker C said: We should capture the reasoning behind the decision, not just the outcome. That way we can separate system behavior from human perception effects. Speaker B said: I'm not sure but, definitely, how do we define 'important' contributions in a fair way? Speaker F said: Action items: finalize data format, build indexing, and draft pitch. could we. Speaker B said: It seems like, let’s restate what we agreed on before we end the meeting."
c8,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker B said: It seems like, we should create a shared doc with open questions and next steps. Speaker C said: We should capture the reasoning behind the decision, not just the outcome. That way we can separate system behavior from human perception effects. Speaker B said: I'm not sure but, definitely, how do we define 'important' contributions in a fair way? Speaker F said: Action items: finalize data format, build indexing, and draft pitch. could we. Speaker B said: It seems like, let’s restate what we agreed on before we end the meeting."
